문서 번호,(구)파일명,확장자,이동 상태,최종 업로드일,담당자(부서),권한 정보,용량(MB),용량(MB),용량(KB),용량,Folder Path,,,,,,,,,,,,,,,,,,,,,
DOC00062,0419_[빌리프] 해피 보 소프트 수딩크림 150ml_개입_Q 출고데이터.png,.png,,2023. 4. 19,,,18.73,18.73,19176.33,19636560,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 개입 누끼컷_Q 출고데이터\PNG\,,,,,,,,,,,,,,,,,,,,,
DOC00063,0419_[빌리프] 해피 보 이지워시 선스틱 18g_개입_Q 출고데이터.png,.png,,2023. 4. 19,,,7.30,7.30,7473.27,7652627,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 개입 누끼컷_Q 출고데이터\PNG\,,,,,,,,,,,,,,,,,,,,,
DOC00064,0419_[빌리프] 해피 보 탑투토 올인원 워시 300ml_개입_Q 출고데이터.png,.png,,2023. 4. 19,,,20.59,20.59,21079.84,21585756,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 개입 누끼컷_Q 출고데이터\PNG\,,,,,,,,,,,,,,,,,,,,,
DOC00065,0419_[빌리프] 해피 보 페이스 앤 바디 에멀전 250ml_개입_Q 출고데이터.png,.png,,2023. 4. 19,,,18.47,18.47,18917.29,19371308,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 개입 누끼컷_Q 출고데이터\PNG\,,,,,,,,,,,,,,,,,,,,,
DOC00066,0419_[빌리프] 브레이브 보 마일드 젤리 샴푸 250ml_개입_Q 출고데이터.psd,.psd,,2023. 4. 19,,,45.54,45.54,46632.77,47751958,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 개입 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00067,0419_[빌리프] 브레이브 보 올인원 페이셜 로션 125ml_개입_Q 출고데이터.psd,.psd,,2023. 4. 19,,,50.27,50.27,51474.66,52710052,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 개입 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00068,0419_[빌리프] 브레이브 보 페이셜 버블 워시 150ml_개입_Q 출고데이터.psd,.psd,,2023. 4. 19,,,52.68,52.68,53948.29,55243051,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 개입 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00069,0419_[빌리프] 해피 보 마일드 선 스크린 50ml_개입_Q 출고데이터.psd,.psd,,2023. 4. 19,,,47.20,47.20,48335.32,49495371,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 개입 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00070,0419_[빌리프] 해피 보 마일드 클렌징 워터 200ml_개입_Q 출고데이터.psd,.psd,,2023. 4. 19,,,60.88,60.88,62336.17,63832238,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 개입 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00071,0419_[빌리프] 해피 보 선 메탈 쿠션 15g_개입_Q 출고데이터.psd,.psd,,2023. 4. 19,,,57.34,57.34,58716.24,60125432,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 개입 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00072,0419_[빌리프] 해피 보 소프트 수딩크림 150ml_개입_Q 출고데이터.psd,.psd,,2023. 4. 19,,,84.55,84.55,86578.99,88656882,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 개입 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00073,0419_[빌리프] 해피 보 이지워시 선스틱 18g_개입_Q 출고데이터.psd,.psd,,2023. 4. 19,,,33.05,33.05,33839.88,34652037,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 개입 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00074,0419_[빌리프] 해피 보 탑투토 올인원 워시 300ml_개입_Q 출고데이터.psd,.psd,,2023. 4. 19,,,94.86,94.86,97133.06,99464257,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 개입 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00075,0419_[빌리프] 해피 보 페이스 앤 바디 에멀전 250ml_개입_Q 출고데이터.psd,.psd,,2023. 4. 19,,,82.84,82.84,84828.29,86864167,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 개입 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00076,0419_[빌리프] 브레이브 보 마일드 젤리 샴푸 40ml_Q 출고데이터.jpg,.jpg,,2023. 4. 19,,,0.42,0.42,425.76,435975,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00077,0419_[빌리프] 브레이브 보 올인원 페이셜 로션 5ml_Q 출고데이터.jpg,.jpg,,2023. 4. 19,,,0.11,0.11,110.32,112971,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00078,0419_[빌리프] 브레이브 보 페이셜 버블 워시 45ml_Q 출고데이터.jpg,.jpg,,2023. 4. 19,,,0.41,0.41,421.21,431315,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00079,0419_[빌리프] 해피 보 마일드 선 스크린 3ml_Q 출고데이터.jpg,.jpg,,2023. 4. 19,,,0.12,0.12,118.00,120828,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00080,0419_[빌리프] 해피 보 마일드 클렌징 워터 20ml_Q 출고데이터.jpg,.jpg,,2023. 4. 19,,,0.39,0.39,395.77,405269,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00081,0419_[빌리프] 해피 보 소프트 수딩 크림 3ml_Q 출고데이터.jpg,.jpg,,2023. 4. 19,,,0.12,0.12,123.61,126577,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00082,0419_[빌리프] 해피 보 탑투토 올인원 워시 45ml_Q 출고데이터.jpg,.jpg,,2023. 4. 19,,,0.45,0.45,464.11,475248,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00083,0419_[빌리프] 해피 보 페이스 앤 바디 에멀전 20ml_Q 출고데이터.jpg,.jpg,,2023. 4. 19,,,0.79,0.79,811.43,830909,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00084,0419_[빌리프] 브레이브 보 마일드 젤리 샴푸 40ml_Q 출고데이터.png,.png,,2023. 4. 19,,,4.17,4.17,4270.06,4372544,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\PNG\,,,,,,,,,,,,,,,,,,,,,
DOC00085,0419_[빌리프] 브레이브 보 올인원 페이셜 로션 5ml_Q 출고데이터.png,.png,,2023. 4. 19,,,0.60,0.60,609.38,624007,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\PNG\,,,,,,,,,,,,,,,,,,,,,
DOC00086,0419_[빌리프] 브레이브 보 페이셜 버블 워시 45ml_Q 출고데이터.png,.png,,2023. 4. 19,,,4.41,4.41,4513.33,4621645,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\PNG\,,,,,,,,,,,,,,,,,,,,,
DOC00087,0419_[빌리프] 해피 보 마일드 선 스크린 3ml_Q 출고데이터.png,.png,,2023. 4. 19,,,0.60,0.60,611.27,625940,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\PNG\,,,,,,,,,,,,,,,,,,,,,
DOC00088,0419_[빌리프] 해피 보 마일드 클렌징 워터 20ml_Q 출고데이터.png,.png,,2023. 4. 19,,,3.96,3.96,4052.38,4149634,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\PNG\,,,,,,,,,,,,,,,,,,,,,
DOC00089,0419_[빌리프] 해피 보 소프트 수딩 크림 3ml_Q 출고데이터.png,.png,,2023. 4. 19,,,0.62,0.62,634.74,649978,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\PNG\,,,,,,,,,,,,,,,,,,,,,
DOC00090,0419_[빌리프] 해피 보 탑투토 올인원 워시 45ml_Q 출고데이터.png,.png,,2023. 4. 19,,,4.93,4.93,5047.04,5168171,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\PNG\,,,,,,,,,,,,,,,,,,,,,
DOC00091,0419_[빌리프] 해피 보 페이스 앤 바디 에멀전 20ml_Q 출고데이터.png,.png,,2023. 4. 19,,,7.58,7.58,7760.31,7946562,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\PNG\,,,,,,,,,,,,,,,,,,,,,
DOC00092,0419_[빌리프] 브레이브 보 마일드 젤리 샴푸 40ml_Q 출고데이터.psd,.psd,,2023. 4. 19,,,19.82,19.82,20299.63,20786820,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00093,0419_[빌리프] 브레이브 보 올인원 페이셜 로션 5ml_Q 출고데이터.psd,.psd,,2023. 4. 19,,,3.90,3.90,3997.42,4093356,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00094,0419_[빌리프] 브레이브 보 페이셜 버블 워시 45ml_Q 출고데이터.psd,.psd,,2023. 4. 19,,,24.06,24.06,24641.52,25232915,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00095,0419_[빌리프] 해피 보 마일드 선 스크린 3ml_Q 출고데이터.psd,.psd,,2023. 4. 19,,,3.80,3.80,3888.96,3982290,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00096,0419_[빌리프] 해피 보 마일드 클렌징 워터 20ml_Q 출고데이터.psd,.psd,,2023. 4. 19,,,18.96,18.96,19418.96,19885016,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00097,0419_[빌리프] 해피 보 소프트 수딩 크림 3ml_Q 출고데이터.psd,.psd,,2023. 4. 19,,,3.92,3.92,4009.04,4105254,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00098,0419_[빌리프] 해피 보 탑투토 올인원 워시 45ml_Q 출고데이터.psd,.psd,,2023. 4. 19,,,25.94,25.94,26567.03,27204634,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00099,0419_[빌리프] 해피 보 페이스 앤 바디 에멀전 20ml_Q 출고데이터.psd,.psd,,2023. 4. 19,,,31.78,31.78,32537.63,33318535,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0419_[빌리프] 해피 보 브레이브 보 증정 누끼컷_Q 출고데이터\PSD\,,,,,,,,,,,,,,,,,,,,,
DOC00100,0822_[빌리프] 9월 감사의 달 세트 누끼컷_넉다운 밤 세트_세트컷_2차.jpg,.jpg,보류,2023. 8. 21,,,0.16,0.16,166.48,170477,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0822_[빌리프] 9월 감사의 달 세트 누끼컷_2차 (2)\,,,,,,,,,,,,,,,,,,,,,
DOC00101,0822_[빌리프] 9월 감사의 달 세트_넉다운 밤 세트_누끼컷_2차.jpg,.jpg,보류,2023. 8. 21,,,0.19,0.19,191.84,196448,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0822_[빌리프] 9월 감사의 달 세트 누끼컷_2차 (2)\,,,,,,,,,,,,,,,,,,,,,
DOC00102,0822_[빌리프] 9월 감사의 달 세트_맨올로지 101 스페셜 2종 세트_누끼컷_2차.jpg,.jpg,보류,2023. 8. 21,,,0.30,0.30,310.71,318162,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0822_[빌리프] 9월 감사의 달 세트 누끼컷_2차 (2)\,,,,,,,,,,,,,,,,,,,,,
DOC00103,0822_[빌리프] 9월 감사의 달 세트_맨올로지 101 스페셜 2종 세트_세트컷_2차.jpg,.jpg,보류,2023. 8. 21,,,0.16,0.16,166.31,170303,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0822_[빌리프] 9월 감사의 달 세트 누끼컷_2차 (2)\,,,,,,,,,,,,,,,,,,,,,
DOC00104,0822_[빌리프] 9월 감사의 달 세트_맨올로지 101 익스트림 스페셜 세트_누끼컷_2차.jpg,.jpg,보류,2023. 8. 21,,,0.30,0.30,303.92,311218,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0822_[빌리프] 9월 감사의 달 세트 누끼컷_2차 (2)\,,,,,,,,,,,,,,,,,,,,,
DOC00105,0822_[빌리프] 9월 감사의 달 세트_맨올로지 101 익스트림 스페셜 세트_세트컷_2차.jpg,.jpg,보류,2023. 8. 21,,,0.21,0.21,214.62,219766,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0822_[빌리프] 9월 감사의 달 세트 누끼컷_2차 (2)\,,,,,,,,,,,,,,,,,,,,,
DOC00106,0822_[빌리프] 9월 감사의 달 세트_인퓨전 리페어 2종 세트_누끼컷_2차.jpg,.jpg,보류,2023. 8. 21,,,0.39,0.39,395.71,405205,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0822_[빌리프] 9월 감사의 달 세트 누끼컷_2차 (2)\,,,,,,,,,,,,,,,,,,,,,
DOC00107,0822_[빌리프] 9월 감사의 달 세트_인퓨전 리페어 2종 세트_세트컷_2차.jpg,.jpg,보류,2023. 8. 21,,,0.19,0.19,189.55,194100,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0822_[빌리프] 9월 감사의 달 세트 누끼컷_2차 (2)\,,,,,,,,,,,,,,,,,,,,,
DOC00108,0822_[빌리프] 9월 감사의 달 세트_인퓨전 리페어 아이크림 세트_누끼컷_2차.jpg,.jpg,보류,2023. 8. 21,,,0.28,0.28,283.31,290105,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0822_[빌리프] 9월 감사의 달 세트 누끼컷_2차 (2)\,,,,,,,,,,,,,,,,,,,,,
DOC00109,0822_[빌리프] 9월 감사의 달 세트_인퓨전 리페어 아이크림 세트_세트컷_2차.jpg,.jpg,보류,2023. 8. 21,,,0.21,0.21,212.57,217667,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\0822_[빌리프] 9월 감사의 달 세트 누끼컷_2차 (2)\,,,,,,,,,,,,,,,,,,,,,
DOC00110,1012_[빌리프] 22년 홀리데이 에디션 세트컷_뉴메로 10 에센스 세트컷_Q 출고데이터.psd,.psd,보류,2022. 10. 12,,,51.97,51.97,53221.96,54499288,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\1012_[빌리프] 22년 홀리데이 에디션 세트컷_Q 출고데이터\,,,,,,,,,,,,,,,,,,,,,
DOC00111,1012_[빌리프] 22년 홀리데이 에디션 세트컷_맨올로지 익스트림 세트컷_Q 출고데이터.psd,.psd,보류,2022. 10. 12,,,148.54,148.54,152105.96,155756504,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\1012_[빌리프] 22년 홀리데이 에디션 세트컷_Q 출고데이터\,,,,,,,,,,,,,,,,,,,,,
DOC00112,1012_[빌리프] 22년 홀리데이 에디션 세트컷_멀티 비타민 마스크 세트컷_Q 출고데이터.psd,.psd,보류,2022. 10. 12,,,75.35,75.35,77158.20,79009996,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\1012_[빌리프] 22년 홀리데이 에디션 세트컷_Q 출고데이터\,,,,,,,,,,,,,,,,,,,,,
DOC00113,1012_[빌리프] 22년 홀리데이 에디션 세트컷_모이스춰라이징 밤 세트컷_Q 출고데이터.psd,.psd,보류,2022. 10. 12,,,135.00,135.00,138243.17,141561006,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\1012_[빌리프] 22년 홀리데이 에디션 세트컷_Q 출고데이터\,,,,,,,,,,,,,,,,,,,,,
DOC00114,1012_[빌리프] 22년 홀리데이 에디션 세트컷_클래식 에센스 인크리멘트 대용량_Q 출고데이터.psd,.psd,보류,2022. 10. 12,,,60.59,60.59,62041.20,63530188,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\1012_[빌리프] 22년 홀리데이 에디션 세트컷_Q 출고데이터\,,,,,,,,,,,,,,,,,,,,,
DOC00115,1012_[빌리프] 22년 홀리데이 에디션 세트컷_프라임 인퓨전 리페어 아이크림 세트컷_Q 출고데이터.psd,.psd,보류,2022. 10. 12,,,75.39,75.39,77203.56,79056445,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\1012_[빌리프] 22년 홀리데이 에디션 세트컷_Q 출고데이터\,,,,,,,,,,,,,,,,,,,,,
DOC00116,1012_[빌리프] 22년 홀리데이 에디션 세트컷_뉴메로 10 에센스 세트컷_Q 출고데이터.jpg,.jpg,보류,2022. 10. 11,,,1.89,1.89,1934.83,1981268,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\1012_[빌리프] 22년 홀리데이 에디션 세트컷_Q 출고데이터\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00117,1012_[빌리프] 22년 홀리데이 에디션 세트컷_맨올로지 익스트림 세트컷_Q 출고데이터.jpg,.jpg,보류,2022. 10. 11,,,3.69,3.69,3781.83,3872597,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\1012_[빌리프] 22년 홀리데이 에디션 세트컷_Q 출고데이터\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00118,1012_[빌리프] 22년 홀리데이 에디션 세트컷_멀티 비타민 마스크 세트컷_Q 출고데이터.jpg,.jpg,보류,2022. 10. 11,,,2.52,2.52,2584.02,2646036,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\1012_[빌리프] 22년 홀리데이 에디션 세트컷_Q 출고데이터\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00119,1012_[빌리프] 22년 홀리데이 에디션 세트컷_모이스춰라이징 밤 세트컷_Q 출고데이터.jpg,.jpg,보류,2022. 10. 11,,,3.91,3.91,4003.31,4099394,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\1012_[빌리프] 22년 홀리데이 에디션 세트컷_Q 출고데이터\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00120,1012_[빌리프] 22년 홀리데이 에디션 세트컷_클래식 에센스 인크리멘트 대용량_Q 출고데이터.jpg,.jpg,보류,2022. 10. 11,,,2.04,2.04,2090.36,2140528,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\1012_[빌리프] 22년 홀리데이 에디션 세트컷_Q 출고데이터\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00121,1012_[빌리프] 22년 홀리데이 에디션 세트컷_프라임 인퓨전 리페어 아이크림 세트컷_Q 출고데이터.jpg,.jpg,보류,2022. 10. 11,,,2.48,2.48,2540.11,2601070,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\1012_[빌리프] 22년 홀리데이 에디션 세트컷_Q 출고데이터\JPG\,,,,,,,,,,,,,,,,,,,,,
DOC00122,1021_[빌리프] 22년 홀리데이 에디션_오프 핸드크림-릴렉싱 포레스트 개입(슬리브)_Q 출고데이터.jpg,.jpg,보류,2022. 10. 20,,,0.81,0.81,832.51,852494,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\1021_[빌리프] 22년 홀리데이 에디션 핸드크림 2종 누끼컷_Q 출고데이터\,,,,,,,,,,,,,,,,,,,,,
DOC00123,1021_[빌리프] 22년 홀리데이 에디션_오프 핸드크림-릴렉싱 포레스트 개입(슬리브)_Q 출고데이터.psd,.psd,보류,2022. 10. 21,,,71.03,71.03,72730.95,74476492,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\1021_[빌리프] 22년 홀리데이 에디션 핸드크림 2종 누끼컷_Q 출고데이터\,,,,,,,,,,,,,,,,,,,,,
DOC00124,1021_[빌리프] 22년 홀리데이 에디션_오프 핸드크림-릴렉싱 포레스트_세트컷_Q 출고데이터.jpg,.jpg,보류,2022. 10. 20,,,0.47,0.47,483.16,494757,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\1021_[빌리프] 22년 홀리데이 에디션 핸드크림 2종 누끼컷_Q 출고데이터\,,,,,,,,,,,,,,,,,,,,,
DOC00125,1021_[빌리프] 22년 홀리데이 에디션_오프 핸드크림-릴렉싱 포레스트_세트컷_Q 출고데이터.psd,.psd,보류,2022. 10. 21,,,18.53,18.53,18977.65,19433109,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\1021_[빌리프] 22년 홀리데이 에디션 핸드크림 2종 누끼컷_Q 출고데이터\,,,,,,,,,,,,,,,,,,,,,
